id,edad,genero,pais,tipo_habitacion,precio_por_noche,tipo_tarjeta,noches,todo_incluido,mantenimiento_por_noche
1412,89,mujer,México,triple,150€,MasterCard,2,no,
1413,40,mujer,Francia,individual,50€,otra,7,si,20€
1414,39,mujer,Italia,cuadruple,,Amex,4,si,
1415,59,hombre,España,cuadruple,70€,otra,1,no,15€
1416,48,hombre,Colombia,individual,,otra,8,si,10€
1417,53,mujer,Alemania,triple,70€,Amex,10,si,10€
1418,85,hombre,Francia,cuadruple,200€,otra,8,no,15€
1419,35,mujer,Colombia,cuadruple,150€,MasterCard,2,no,20€
1420,49,mujer,Alemania,triple,150€,MasterCard,9,no,20€
1421,73,hombre,Francia,individual,150€,MasterCard,9,no,
1422,86,mujer,Italia,doble,,otra,8,si,10€
1423,46,hombre,España,triple,50€,Visa,2,si,10€
1424,20,hombre,España,cuadruple,,Amex,7,no,5€
1425,50,hombre,España,triple,120€,MasterCard,10,si,15€
1426,50,mujer,México,doble,90€,Amex,3,no,10€
1427,41,mujer,España,individual,120€,Visa,10,no,15€
1428,44,hombre,Alemania,triple,150€,Amex,3,no,10€
1429,79,mujer,Alemania,individual,200€,Amex,10,no,5€
1430,89,hombre,Argentina,individual,,otra,6,si,5€
1431,69,hombre,Italia,doble,200€,Visa,8,si,15€
1432,62,hombre,México,doble,70€,MasterCard,10,no,5€
1433,41,mujer,EEUU,cuadruple,90€,MasterCard,4,si,
1434,26,hombre,Francia,cuadruple,50€,MasterCard,4,no,
1435,77,hombre,Francia,cuadruple,,otra,8,no,10€
1436,21,hombre,Alemania,triple,120€,MasterCard,7,si,
1437,53,mujer,España,triple,90€,otra,5,no,15€
1438,22,mujer,México,cuadruple,50€,otra,9,no,
1439,67,mujer,Italia,triple,150€,MasterCard,2,no,10€
1440,68,hombre,Colombia,triple,150€,Amex,5,si,20€
1441,66,hombre,Francia,cuadruple,50€,Amex,10,si,
1442,33,mujer,Italia,individual,120€,MasterCard,2,no,20€
1443,62,hombre,Colombia,individual,200€,MasterCard,3,si,10€
1444,43,hombre,Colombia,triple,,Amex,6,no,10€
1445,82,hombre,Italia,cuadruple,90€,Visa,6,no,10€
1446,56,mujer,España,cuadruple,,MasterCard,2,no,5€
1447,51,hombre,Francia,individual,150€,Visa,4,no,15€
1448,40,hombre,Colombia,individual,120€,MasterCard,1,no,20€
1449,52,mujer,Argentina,doble,90€,MasterCard,8,no,10€
1450,86,mujer,EEUU,cuadruple,,otra,1,si,20€
1451,81,mujer,Francia,doble,50€,otra,9,no,5€
1452,90,hombre,EEUU,individual,200€,Amex,6,si,
1453,29,hombre,Chile,doble,,Amex,5,no,5€
1454,55,mujer,España,triple,,Visa,8,si,20€
1455,28,mujer,Colombia,doble,50€,MasterCard,5,si,15€
1456,33,mujer,EEUU,individual,120€,Amex,3,si,20€
1457,89,mujer,México,cuadruple,90€,Amex,6,no,
1458,72,mujer,España,doble,,MasterCard,3,no,5€
1459,44,mujer,Colombia,cuadruple,50€,Amex,1,si,
1460,21,mujer,Francia,doble,120€,Visa,4,no,20€
1461,40,mujer,Francia,doble,70€,Amex,5,si,15€
1462,88,mujer,EEUU,triple,200€,MasterCard,10,si,10€
1463,37,hombre,EEUU,triple,120€,Amex,5,no,15€
1464,68,mujer,Colombia,cuadruple,70€,Amex,3,no,10€
1465,24,mujer,Argentina,doble,150€,MasterCard,7,no,
1466,25,hombre,México,triple,200€,Amex,5,si,15€
1467,64,hombre,EEUU,doble,200€,Visa,5,no,10€
1468,24,hombre,Chile,triple,70€,MasterCard,6,no,20€
1469,79,hombre,EEUU,cuadruple,150€,Amex,2,si,
1470,60,hombre,Chile,triple,150€,Amex,10,no,10€
1471,34,mujer,Colombia,triple,90€,Visa,6,si,5€
1472,49,hombre,Alemania,individual,150€,Amex,8,no,5€
1473,25,mujer,Argentina,triple,,otra,5,si,5€
1474,78,hombre,Alemania,cuadruple,,otra,5,si,10€
1475,48,hombre,Argentina,individual,120€,Amex,7,no,
1476,76,hombre,Italia,triple,,Visa,3,no,10€
1477,35,hombre,Argentina,doble,150€,otra,2,no,20€
1478,38,mujer,Colombia,cuadruple,150€,MasterCard,10,si,10€
1479,58,hombre,Italia,triple,50€,otra,10,si,15€
1480,56,mujer,EEUU,doble,90€,Visa,10,no,15€
1481,39,mujer,Chile,doble,,otra,3,si,
1482,90,mujer,Colombia,cuadruple,,Amex,3,no,10€
1483,66,hombre,Italia,individual,,MasterCard,5,no,
1484,73,hombre,Chile,doble,90€,Visa,6,si,20€
1485,73,mujer,Colombia,triple,120€,otra,1,si,15€
1486,88,mujer,Colombia,doble,200€,otra,10,si,
1487,89,hombre,Italia,individual,150€,MasterCard,10,no,20€
1488,82,hombre,España,doble,50€,Visa,7,no,20€
1489,88,mujer,EEUU,cuadruple,50€,MasterCard,2,no,20€
1490,53,hombre,Italia,individual,150€,MasterCard,8,si,20€
1491,56,mujer,México,doble,200€,otra,10,no,5€
1492,23,hombre,España,triple,200€,otra,1,si,20€
1493,45,hombre,México,individual,150€,otra,5,si,
1494,69,mujer,Francia,triple,90€,Amex,9,si,
1495,72,hombre,EEUU,individual,,otra,7,no,20€
1496,86,mujer,Colombia,cuadruple,70€,otra,9,si,
1497,53,mujer,Italia,individual,200€,MasterCard,6,si,15€
1498,38,hombre,Francia,triple,200€,Visa,10,no,10€
1499,44,mujer,México,individual,150€,Amex,9,si,20€
1500,65,hombre,Argentina,individual,90€,otra,4,si,5€
1501,47,mujer,Colombia,doble,50€,Amex,1,si,
1502,28,mujer,Chile,triple,200€,otra,6,no,15€
1503,50,mujer,México,individual,90€,Visa,2,no,15€
1504,48,mujer,EEUU,cuadruple,150€,Amex,5,si,15€
1505,41,hombre,Alemania,doble,70€,Visa,4,si,
1506,81,hombre,Italia,cuadruple,,Visa,4,no,15€
1507,23,hombre,Alemania,cuadruple,90€,MasterCard,9,no,20€
1508,20,mujer,México,doble,90€,MasterCard,7,si,20€
1509,68,mujer,Argentina,individual,,otra,2,si,5€
1510,88,hombre,México,triple,70€,otra,4,no,20€
1511,31,hombre,Alemania,triple,150€,otra,2,no,15€
1512,67,mujer,Argentina,doble,120€,otra,3,si,20€
1513,46,hombre,Argentina,individual,,MasterCard,7,si,5€
1514,23,mujer,Francia,triple,200€,MasterCard,3,no,
1515,27,mujer,España,individual,200€,otra,4,si,
1516,74,hombre,España,cuadruple,50€,Amex,7,si,
1517,32,mujer,Alemania,cuadruple,150€,Visa,5,no,5€
1518,70,hombre,Francia,cuadruple,70€,otra,2,si,5€
1519,68,mujer,México,cuadruple,150€,Amex,2,si,15€
1520,51,hombre,Italia,triple,50€,Visa,4,si,15€
1521,84,hombre,Alemania,doble,70€,otra,5,no,20€
1522,66,mujer,EEUU,cuadruple,70€,MasterCard,5,no,15€
1523,65,hombre,Alemania,individual,90€,Visa,10,no,5€
1524,29,hombre,Francia,individual,150€,MasterCard,8,no,5€
1525,47,mujer,EEUU,triple,,otra,1,no,15€
1526,43,mujer,Chile,doble,,otra,2,no,
1527,44,mujer,España,triple,,Amex,10,no,5€
1528,54,mujer,Alemania,individual,,otra,6,si,5€
1529,19,hombre,Argentina,doble,200€,Amex,9,si,15€
1530,72,mujer,México,individual,,otra,6,si,5€
1531,54,hombre,México,doble,120€,otra,8,no,
1532,40,hombre,Alemania,individual,50€,Amex,8,no,15€
1533,38,hombre,Chile,doble,90€,otra,9,no,15€
1534,41,mujer,Argentina,individual,50€,Visa,6,si,
1535,47,hombre,Alemania,cuadruple,90€,otra,4,si,
1536,81,hombre,EEUU,cuadruple,70€,otra,1,no,10€
1537,45,mujer,Francia,cuadruple,,otra,4,si,5€
1538,26,hombre,EEUU,triple,50€,Amex,10,si,5€
1539,71,hombre,México,doble,,MasterCard,8,si,20€
1540,59,hombre,Francia,triple,70€,otra,10,no,10€
1541,57,mujer,Colombia,cuadruple,,Amex,9,si,5€
1542,68,hombre,Chile,cuadruple,,Visa,1,si,5€
1543,84,mujer,México,triple,90€,Visa,2,no,
1544,22,hombre,Colombia,individual,50€,Amex,9,no,20€
1545,48,hombre,Francia,triple,200€,Amex,10,no,15€
1546,26,hombre,Chile,doble,70€,MasterCard,5,no,
1547,80,mujer,Colombia,individual,150€,Amex,3,no,15€
1548,62,hombre,Colombia,triple,,Visa,2,si,10€
1549,42,hombre,Argentina,cuadruple,50€,MasterCard,2,si,15€
1550,88,mujer,Alemania,individual,70€,MasterCard,5,si,15€
1551,29,hombre,Italia,triple,70€,Amex,6,si,5€
1552,65,hombre,Chile,triple,,Amex,8,no,15€
1553,36,mujer,EEUU,triple,150€,MasterCard,6,no,
1554,60,hombre,Italia,cuadruple,70€,otra,6,si,10€
1555,49,hombre,España,doble,70€,Visa,1,no,10€
1556,83,hombre,Alemania,doble,90€,otra,2,no,15€
1557,48,hombre,Chile,cuadruple,200€,Amex,5,no,10€
1558,66,hombre,EEUU,cuadruple,150€,MasterCard,5,si,20€
1559,18,hombre,EEUU,triple,120€,Amex,5,no,15€
1560,78,hombre,Argentina,doble,50€,otra,6,no,15€
1561,45,mujer,México,doble,70€,Visa,8,si,15€
1562,26,hombre,España,doble,120€,Visa,5,no,20€
1563,36,hombre,España,individual,,otra,2,no,10€
1564,58,mujer,España,doble,90€,Amex,5,no,10€
1565,83,mujer,Alemania,doble,90€,Amex,1,si,10€
1566,19,hombre,Chile,doble,120€,Visa,5,no,15€
1567,64,hombre,Francia,cuadruple,150€,Visa,3,si,5€
1568,21,mujer,Italia,doble,50€,Visa,2,no,5€
1569,58,mujer,Alemania,triple,50€,otra,2,si,20€
1570,72,mujer,Alemania,individual,150€,Visa,1,no,10€
1571,54,hombre,Chile,doble,50€,otra,5,no,20€
1572,19,hombre,Chile,doble,200€,MasterCard,8,no,
1573,39,mujer,Colombia,individual,120€,Amex,2,no,5€
1574,32,hombre,Francia,triple,120€,otra,3,si,20€
1575,79,mujer,Francia,triple,120€,otra,8,si,5€
1576,83,mujer,Italia,doble,50€,Amex,10,no,10€
1577,77,mujer,Alemania,doble,50€,Visa,6,si,20€
1578,54,hombre,Argentina,individual,120€,Visa,7,no,
1579,64,mujer,México,triple,120€,otra,4,no,15€
1580,88,hombre,México,individual,,otra,1,no,
1581,59,mujer,EEUU,doble,50€,otra,6,no,10€
1582,31,hombre,Chile,cuadruple,70€,Visa,5,no,
1583,21,mujer,México,triple,150€,otra,10,no,10€
1584,58,hombre,Francia,cuadruple,120€,MasterCard,10,no,5€
1585,26,mujer,Francia,doble,150€,Amex,6,no,
1586,80,mujer,Francia,cuadruple,50€,Amex,4,no,15€
1587,34,hombre,Italia,individual,50€,Amex,2,no,20€
1588,84,mujer,Francia,individual,200€,MasterCard,3,si,10€
1589,34,hombre,Chile,triple,150€,Amex,3,si,20€
1590,34,mujer,EEUU,doble,70€,otra,6,no,10€
1591,63,mujer,España,triple,90€,otra,4,no,20€
1592,43,mujer,Chile,triple,200€,otra,2,si,
1593,80,hombre,México,individual,,MasterCard,10,no,5€
1594,77,mujer,Italia,triple,50€,Amex,10,no,20€
1595,88,mujer,Chile,triple,90€,otra,5,si,10€
1596,31,hombre,Italia,individual,200€,MasterCard,1,si,20€
1597,18,mujer,Argentina,doble,50€,otra,10,si,10€
1598,31,mujer,España,cuadruple,70€,Visa,2,si,20€
1599,70,hombre,Alemania,cuadruple,70€,Visa,6,si,
1600,47,mujer,Francia,triple,90€,Visa,6,no,10€
1601,81,mujer,Argentina,cuadruple,150€,otra,4,si,5€
1602,77,mujer,Francia,individual,90€,Visa,2,si,20€
1603,79,hombre,Francia,individual,90€,Visa,10,no,20€
1604,41,mujer,Chile,cuadruple,50€,MasterCard,2,no,5€
1605,70,hombre,Chile,doble,,MasterCard,10,no,20€
1606,42,hombre,México,individual,70€,Amex,1,no,10€
1607,56,mujer,Francia,individual,150€,MasterCard,6,si,20€
1608,90,hombre,México,doble,70€,Amex,6,si,20€
1609,67,mujer,Francia,doble,150€,MasterCard,9,si,10€
1610,71,mujer,México,individual,,Amex,6,no,
1611,82,hombre,Argentina,doble,50€,Visa,8,no,10€
1612,81,mujer,Argentina,cuadruple,120€,otra,5,no,20€
1613,65,hombre,EEUU,triple,120€,otra,4,no,15€
1614,39,hombre,Alemania,individual,90€,Visa,7,no,10€
1615,30,mujer,México,doble,150€,Amex,1,no,15€
1616,57,hombre,Alemania,individual,150€,Amex,2,no,
1617,57,hombre,Colombia,cuadruple,50€,otra,3,no,20€
1618,31,hombre,Italia,individual,50€,Amex,8,si,10€
1619,21,mujer,España,doble,120€,Amex,4,si,5€
1620,20,hombre,Colombia,cuadruple,120€,Amex,1,no,
1621,44,mujer,Italia,triple,150€,MasterCard,5,no,10€
1622,50,hombre,EEUU,individual,150€,otra,2,no,
1623,18,mujer,Francia,individual,,Visa,3,si,
1624,33,hombre,Colombia,doble,200€,Visa,9,no,10€
1625,50,hombre,Francia,doble,200€,MasterCard,10,si,10€
1626,65,mujer,Alemania,triple,200€,MasterCard,4,si,15€
1627,50,hombre,EEUU,individual,70€,Visa,1,si,5€
1628,36,mujer,EEUU,individual,120€,Amex,2,si,10€
1629,23,mujer,Argentina,doble,50€,Visa,10,si,
1630,20,mujer,Italia,doble,70€,otra,8,si,5€
1631,22,mujer,Francia,triple,70€,Amex,3,no,5€
1632,24,mujer,Argentina,cuadruple,,Visa,9,no,20€
1633,30,hombre,Colombia,individual,,otra,1,si,10€
1634,24,hombre,Italia,cuadruple,50€,Visa,3,si,
1635,75,mujer,Italia,individual,200€,otra,10,si,10€
1636,41,hombre,Chile,cuadruple,90€,otra,5,si,15€
1637,90,mujer,Italia,triple,,MasterCard,5,si,20€
1638,43,hombre,Alemania,individual,90€,MasterCard,9,no,15€
1639,53,hombre,México,doble,,otra,10,si,5€
1640,36,mujer,Italia,individual,90€,otra,6,si,20€
1641,42,mujer,EEUU,doble,120€,otra,7,si,20€
1642,58,mujer,Italia,doble,200€,Visa,10,no,5€
1643,44,mujer,Italia,triple,,Amex,8,no,15€
1644,73,hombre,México,triple,,MasterCard,3,si,20€
1645,46,mujer,España,individual,,MasterCard,10,no,5€
1646,26,mujer,Argentina,triple,120€,Amex,6,no,10€
1647,38,mujer,Colombia,individual,,MasterCard,1,si,
1648,42,hombre,Italia,doble,,Visa,2,no,15€
1649,18,hombre,México,doble,200€,Amex,7,si,15€
1650,59,mujer,México,cuadruple,120€,Amex,4,no,20€
1651,87,mujer,Chile,triple,,MasterCard,1,si,
1652,50,mujer,Alemania,triple,200€,Visa,4,no,
1653,21,mujer,Alemania,individual,150€,otra,8,no,5€
1654,70,hombre,México,individual,,otra,2,no,20€
1655,88,hombre,Alemania,triple,150€,Visa,8,si,
1656,33,mujer,Italia,doble,120€,otra,6,si,20€
1657,56,hombre,EEUU,cuadruple,,Visa,10,no,10€
1658,26,mujer,Chile,cuadruple,70€,Amex,2,si,15€
1659,22,hombre,Italia,triple,90€,Visa,1,si,5€
1660,61,mujer,Colombia,cuadruple,150€,otra,6,no,15€
1661,33,mujer,Italia,individual,120€,MasterCard,8,no,20€
1662,58,mujer,Alemania,cuadruple,,Visa,2,no,10€
1663,20,hombre,Chile,individual,50€,Visa,4,no,20€
1664,58,hombre,Colombia,individual,,Visa,6,no,15€
1665,29,mujer,Alemania,cuadruple,90€,MasterCard,2,si,10€
1666,71,hombre,EEUU,individual,50€,otra,7,no,
1667,73,mujer,Chile,individual,90€,Amex,8,no,
1668,28,mujer,Alemania,individual,70€,MasterCard,9,no,10€
1669,83,hombre,Argentina,triple,90€,Visa,4,si,20€
1670,24,mujer,México,triple,50€,Amex,7,si,20€
1671,45,hombre,Argentina,doble,90€,otra,1,no,10€
1672,32,hombre,España,doble,,Amex,3,no,5€
1673,55,hombre,Italia,individual,70€,MasterCard,5,no,5€
1674,49,mujer,Alemania,individual,150€,MasterCard,3,no,5€
1675,57,mujer,México,doble,120€,MasterCard,7,no,15€
1676,61,mujer,Italia,individual,90€,otra,7,no,15€
1677,19,mujer,Colombia,individual,200€,Visa,5,si,15€
1678,32,hombre,Colombia,cuadruple,70€,Visa,4,si,
1679,64,mujer,Alemania,doble,120€,MasterCard,9,si,
1680,55,mujer,Argentina,triple,70€,Visa,4,si,15€
1681,30,hombre,Italia,doble,90€,Amex,7,no,
1682,85,hombre,EEUU,cuadruple,120€,otra,2,si,20€
1683,57,hombre,Chile,individual,90€,Visa,1,si,20€
1684,65,hombre,EEUU,cuadruple,70€,Amex,10,si,15€
1685,63,mujer,Italia,individual,50€,MasterCard,3,no,20€
1686,57,hombre,Colombia,individual,150€,MasterCard,2,no,15€
1687,47,hombre,España,triple,120€,otra,6,no,20€
1688,35,hombre,Chile,cuadruple,,Amex,2,si,10€
1689,35,hombre,España,triple,70€,MasterCard,6,si,15€
1690,18,hombre,Argentina,cuadruple,70€,otra,9,no,
1691,78,mujer,Alemania,triple,120€,Visa,4,no,15€
1692,81,hombre,Italia,doble,70€,Amex,10,si,5€
1693,64,hombre,Alemania,doble,70€,otra,8,no,20€
1694,67,mujer,Colombia,triple,120€,Amex,4,si,10€
1695,74,mujer,Colombia,cuadruple,150€,Visa,9,no,10€
1696,60,hombre,Alemania,doble,,otra,5,si,5€
1697,37,mujer,EEUU,cuadruple,50€,Visa,5,no,10€
1698,20,hombre,EEUU,individual,70€,Amex,6,no,20€
1699,82,hombre,Italia,cuadruple,70€,Amex,9,no,20€
1700,66,hombre,México,individual,70€,Amex,9,si,10€
1701,35,mujer,Francia,triple,90€,otra,6,no,5€
1702,41,mujer,EEUU,cuadruple,120€,MasterCard,10,no,10€
1703,22,hombre,Colombia,triple,200€,Amex,4,no,20€
1704,64,hombre,España,cuadruple,120€,MasterCard,1,si,20€
1705,68,mujer,Francia,doble,70€,otra,10,si,10€
1706,61,mujer,España,cuadruple,120€,MasterCard,4,si,20€
1707,59,hombre,EEUU,cuadruple,120€,Amex,1,si,
1708,50,hombre,Chile,triple,90€,Visa,6,si,5€
1709,85,mujer,EEUU,triple,200€,Amex,9,no,
1710,55,hombre,Argentina,doble,120€,otra,2,no,
1711,48,mujer,Alemania,cuadruple,120€,Amex,6,no,20€
1712,40,hombre,Colombia,triple,50€,Amex,7,si,
1713,34,mujer,Colombia,triple,70€,Amex,7,no,5€
1714,88,hombre,Alemania,triple,90€,MasterCard,5,no,
1715,39,hombre,Colombia,doble,70€,MasterCard,2,no,10€
1716,87,hombre,EEUU,triple,200€,otra,6,si,15€
1717,19,mujer,España,doble,50€,Amex,3,si,20€
1718,64,hombre,Argentina,doble,150€,Visa,9,no,20€
1719,45,mujer,EEUU,cuadruple,50€,Amex,9,si,20€
1720,81,mujer,Argentina,triple,50€,Visa,2,si,20€
1721,88,mujer,EEUU,triple,50€,Amex,7,si,20€
1722,67,hombre,Chile,triple,70€,Amex,3,no,
1723,23,hombre,Chile,cuadruple,70€,Visa,6,si,10€
1724,52,hombre,EEUU,individual,200€,MasterCard,9,si,20€
1725,50,hombre,EEUU,triple,120€,Visa,2,si,
1726,58,mujer,México,triple,50€,Amex,10,si,
1727,23,mujer,Chile,doble,200€,MasterCard,4,si,15€
1728,87,mujer,Colombia,triple,,Amex,9,no,
1729,63,mujer,México,individual,,MasterCard,2,no,5€
1730,22,mujer,Alemania,doble,150€,MasterCard,4,no,10€
1731,19,mujer,España,doble,120€,Visa,10,si,5€
1732,37,mujer,Italia,cuadruple,120€,Amex,6,no,15€
1733,60,mujer,EEUU,triple,70€,Visa,1,no,20€
1734,52,hombre,Italia,individual,120€,MasterCard,3,si,10€
1735,63,hombre,Argentina,cuadruple,150€,otra,9,si,10€
1736,78,mujer,Francia,doble,90€,Amex,7,no,5€
1737,88,hombre,Colombia,doble,200€,MasterCard,1,no,
1738,47,hombre,México,triple,50€,Amex,5,no,
1739,58,mujer,Italia,triple,70€,otra,8,no,10€
1740,53,hombre,Colombia,doble,150€,MasterCard,9,si,10€
1741,85,mujer,EEUU,triple,200€,otra,9,si,
1742,43,mujer,EEUU,individual,150€,otra,3,no,
1743,77,hombre,Colombia,individual,,Visa,2,no,20€
1744,27,hombre,Chile,individual,70€,MasterCard,1,si,5€
1745,41,mujer,EEUU,triple,90€,MasterCard,5,no,20€
1746,31,hombre,EEUU,cuadruple,50€,MasterCard,6,si,
1747,56,hombre,España,triple,70€,MasterCard,1,si,20€
1748,46,mujer,Colombia,cuadruple,150€,Visa,1,no,
1749,88,hombre,Francia,doble,150€,MasterCard,2,si,10€
1750,20,hombre,EEUU,doble,50€,Amex,1,si,
1751,22,mujer,Francia,cuadruple,200€,MasterCard,5,si,10€
1752,87,mujer,Francia,triple,,otra,2,no,10€
1753,66,mujer,España,triple,120€,MasterCard,3,si,5€
1754,88,hombre,EEUU,doble,150€,otra,8,si,15€
1755,79,mujer,Francia,individual,90€,Amex,8,si,15€
1756,54,hombre,Francia,individual,150€,otra,5,si,15€
1757,82,hombre,México,triple,200€,Amex,3,si,5€
1758,67,hombre,Colombia,triple,50€,Amex,3,si,20€
1759,59,mujer,España,doble,90€,Amex,7,si,5€
1760,22,mujer,España,doble,50€,Visa,6,no,15€
1761,50,hombre,Alemania,cuadruple,50€,otra,6,no,20€
1762,90,hombre,Argentina,doble,150€,MasterCard,1,si,10€
1763,39,mujer,España,triple,50€,Amex,6,si,
1764,87,hombre,Chile,triple,120€,Amex,8,no,15€
1765,46,mujer,EEUU,individual,150€,Visa,6,si,15€
1766,20,mujer,Colombia,individual,120€,Amex,7,si,15€
1767,27,mujer,Italia,doble,90€,MasterCard,7,si,
1768,42,mujer,Argentina,doble,70€,otra,9,no,20€
1769,84,mujer,México,doble,150€,otra,8,no,15€
1770,24,mujer,Argentina,individual,70€,otra,6,no,15€
1771,50,mujer,Italia,triple,70€,Amex,4,no,5€
1772,40,mujer,Italia,doble,200€,Visa,6,no,15€
1773,41,hombre,España,individual,150€,Visa,6,si,15€
1774,20,hombre,México,triple,150€,Amex,1,si,20€
1775,39,mujer,Alemania,triple,200€,otra,3,no,5€
1776,78,hombre,España,cuadruple,70€,MasterCard,5,si,5€
1777,57,mujer,Chile,triple,150€,MasterCard,4,no,15€
1778,75,hombre,Italia,cuadruple,120€,Amex,6,no,
1779,28,hombre,Francia,triple,,otra,8,no,5€
1780,40,mujer,Chile,cuadruple,50€,MasterCard,5,si,
1781,62,hombre,España,cuadruple,,MasterCard,1,no,15€
1782,27,mujer,Chile,cuadruple,,MasterCard,1,no,10€
1783,86,mujer,México,individual,120€,MasterCard,2,no,10€
1784,85,mujer,Chile,doble,,Visa,3,no,5€
1785,86,mujer,Alemania,individual,70€,Amex,8,si,
1786,52,hombre,México,triple,70€,Visa,1,si,5€
1787,28,hombre,Chile,cuadruple,120€,Visa,6,no,20€
1788,22,mujer,Alemania,cuadruple,,otra,10,si,15€
1789,19,hombre,EEUU,triple,70€,Amex,8,si,
1790,63,mujer,México,triple,90€,Amex,1,si,5€
1791,22,hombre,Colombia,individual,120€,otra,10,si,5€
1792,20,mujer,Alemania,doble,90€,Amex,5,no,20€
1793,23,mujer,Chile,triple,,otra,2,si,5€
1794,47,mujer,Argentina,triple,200€,Amex,4,no,20€
1795,40,hombre,Chile,doble,50€,otra,8,no,10€
1796,53,hombre,México,triple,70€,Visa,9,si,15€
1797,31,mujer,Alemania,individual,120€,MasterCard,6,si,15€
1798,53,hombre,Alemania,cuadruple,50€,Visa,2,si,15€
1799,56,mujer,Chile,individual,200€,Visa,4,si,15€
1800,73,mujer,Argentina,individual,50€,Visa,9,no,15€
1801,32,mujer,Colombia,individual,70€,MasterCard,7,no,20€
1802,80,hombre,España,triple,70€,Amex,1,si,20€
1803,73,hombre,Argentina,individual,120€,Amex,9,si,20€
1804,46,hombre,Argentina,triple,120€,Visa,5,si,10€
1805,49,mujer,EEUU,triple,120€,MasterCard,7,no,
1806,24,mujer,Francia,cuadruple,150€,Amex,8,si,
1807,58,mujer,Italia,doble,,otra,2,si,20€
1808,90,mujer,Chile,doble,,MasterCard,5,no,
1809,90,hombre,Francia,individual,70€,otra,9,no,20€
1810,47,mujer,EEUU,doble,90€,MasterCard,9,no,20€
1811,53,mujer,Italia,triple,150€,Amex,8,si,
1812,40,mujer,Francia,individual,50€,Amex,1,no,15€
1813,77,mujer,México,individual,50€,MasterCard,9,si,15€
1814,75,mujer,Argentina,cuadruple,50€,otra,5,si,15€
1815,76,mujer,Colombia,individual,70€,MasterCard,6,si,15€
1816,38,hombre,España,doble,,MasterCard,6,si,15€
1817,55,hombre,España,individual,90€,Amex,7,no,20€
1818,80,hombre,México,cuadruple,150€,MasterCard,1,si,15€
1819,46,hombre,Argentina,individual,70€,Amex,1,si,5€
1820,38,mujer,Argentina,individual,150€,Visa,6,no,
1821,51,hombre,EEUU,individual,90€,MasterCard,5,si,15€
1822,40,hombre,Chile,individual,70€,Visa,7,no,
1823,68,hombre,España,cuadruple,200€,otra,1,si,15€
1824,86,mujer,Italia,cuadruple,150€,Visa,5,si,15€
1825,25,hombre,Argentina,cuadruple,200€,otra,9,no,10€
1826,55,mujer,Alemania,cuadruple,50€,Visa,5,no,10€
1827,90,mujer,Alemania,doble,200€,MasterCard,1,si,5€
1828,38,mujer,EEUU,doble,90€,Amex,9,si,5€
1829,73,hombre,Chile,individual,70€,otra,1,si,10€
1830,31,hombre,México,individual,90€,otra,5,si,20€
1831,60,mujer,Argentina,individual,70€,Amex,7,no,
1832,27,mujer,Argentina,cuadruple,50€,otra,9,si,5€
1833,74,mujer,Chile,doble,200€,Amex,9,si,10€
1834,87,hombre,Italia,individual,70€,otra,4,no,20€
1835,83,mujer,México,doble,200€,Visa,5,si,5€
1836,88,hombre,EEUU,triple,50€,Amex,7,si,
1837,58,hombre,México,cuadruple,70€,Amex,4,si,5€
1838,31,mujer,Argentina,triple,150€,Visa,2,no,15€
1839,43,hombre,Argentina,individual,90€,otra,2,si,
1840,56,hombre,Italia,cuadruple,200€,Amex,10,si,5€
1841,76,mujer,EEUU,individual,90€,MasterCard,3,no,15€
1842,37,hombre,España,cuadruple,150€,otra,6,si,5€
1843,40,mujer,Alemania,individual,50€,Visa,7,no,15€
1844,60,mujer,México,doble,90€,Visa,3,no,20€
1845,90,mujer,Colombia,cuadruple,90€,Visa,9,si,10€
1846,76,hombre,EEUU,cuadruple,50€,MasterCard,7,no,5€
1847,28,mujer,Argentina,individual,,otra,9,si,
1848,40,mujer,EEUU,doble,50€,MasterCard,4,no,10€
1849,83,hombre,Argentina,doble,90€,Visa,6,si,
1850,53,mujer,España,doble,70€,Amex,9,si,
1851,76,mujer,Italia,triple,,Amex,6,si,5€
1852,30,mujer,EEUU,individual,150€,Amex,8,no,10€
1853,51,mujer,México,individual,150€,Visa,2,no,10€
1854,73,hombre,Italia,doble,50€,Visa,6,no,
1855,87,hombre,Francia,cuadruple,150€,Visa,7,no,20€
1856,24,hombre,Argentina,triple,50€,Visa,7,no,20€
1857,59,mujer,España,doble,200€,MasterCard,4,no,20€
1858,69,hombre,España,doble,50€,Visa,9,no,5€
1859,84,mujer,Francia,individual,90€,Visa,10,si,
1860,20,hombre,Francia,doble,50€,Amex,2,si,15€
1861,83,mujer,Francia,individual,90€,Visa,5,no,20€
1862,20,mujer,Francia,doble,50€,Visa,1,si,
1863,47,hombre,México,doble,200€,MasterCard,8,no,
1864,76,mujer,Francia,triple,50€,Amex,5,no,20€
1865,39,mujer,Alemania,individual,,otra,2,si,5€
1866,86,hombre,España,individual,70€,Visa,7,no,10€
1867,32,mujer,Colombia,cuadruple,200€,otra,2,si,5€
1868,30,hombre,Alemania,triple,70€,Visa,5,si,5€
1869,82,hombre,Chile,doble,,Amex,6,si,5€
1870,88,hombre,Italia,doble,,Visa,8,no,
1871,20,hombre,España,individual,70€,MasterCard,10,si,20€
1872,27,mujer,Alemania,cuadruple,150€,MasterCard,3,si,15€
